City,Lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
rawatbhata,24.9333,75.5833,71.58,28.0,0.0,6.38,IN,1674628474.0
bolshaya glushitsa,50.2406,43.5908,18.95,71.0,12.0,2.26,RU,1674628475.0
general pico,-35.6566,-63.7568,61.54,72.0,100.0,7.94,AR,1674628475.0
placido de castro,-10.3353,-67.1856,70.99,99.0,53.0,2.59,BR,1674628476.0
geresk,,,,,,,,
raudeberg,61.9875,5.1352,45.95,1.0,100.0,23.78,NO,1674628477.0
uribia,11.7139,-72.266,76.59,69.0,83.0,22.68,CO,1674628478.0
pevek,69.7008,170.3133,-15.36,76.0,48.0,2.19,RU,1674628478.0
vikulovo,56.8167,70.6107,16.2,89.0,100.0,13.35,RU,1674628479.0
cuenca,-2.8833,-78.9833,55.53,82.0,100.0,4.61,EC,1674628480.0
collie,-33.3667,116.15,89.17,17.0,0.0,7.05,AU,1674628481.0
san juan,-31.5375,-68.5364,72.99,53.0,12.0,15.12,AR,1674628230.0
mandurah,-32.55,115.7,86.05,52.0,0.0,22.68,AU,1674628482.0
xuddur,4.1213,43.8894,80.62,39.0,8.0,22.7,SO,1674628483.0
bonga,7.2833,36.2333,75.02,46.0,77.0,2.33,ET,1674628484.0
roald,62.5833,6.1333,49.33,93.0,75.0,24.16,NO,1674628485.0
charters towers,-20.1,146.2667,90.36,39.0,79.0,12.62,AU,1674628486.0
nazret,8.55,39.2667,71.31,32.0,42.0,8.9,ET,1674628487.0
viedma,-40.8135,-62.9967,61.12,44.0,0.0,11.3,AR,1674628487.0
marienburg,54.0359,19.0266,29.89,86.0,37.0,5.88,PL,1674628488.0
palmer,42.1584,-72.3287,34.97,81.0,100.0,6.91,US,1674628489.0
buriti dos lopes,-3.175,-41.8669,72.0,98.0,70.0,3.04,BR,1674628490.0
liverpool,53.4106,-2.9779,46.53,92.0,100.0,2.3,GB,1674628330.0
aljezur,37.3191,-8.8033,37.62,71.0,0.0,10.04,PT,1674628491.0
bayan,46.0833,127.4,-0.69,80.0,92.0,3.87,CN,1674628492.0
belmonte,-15.8631,-38.8828,76.24,88.0,100.0,8.08,BR,1674628493.0
dondaicha,21.3333,74.5667,76.82,27.0,77.0,5.17,IN,1674628494.0
yerbogachen,61.2767,108.0108,-18.47,87.0,100.0,3.85,RU,1674628494.0
charala,6.2858,-73.1472,60.76,94.0,95.0,2.91,CO,1674628495.0
bocas del toro,9.3333,-82.25,77.07,82.0,87.0,9.8,PA,1674628496.0
tiksi,71.6872,128.8694,-38.31,98.0,52.0,7.96,RU,1674628496.0
guerrero negro,27.9769,-114.0611,56.03,46.0,46.0,3.69,MX,1674628283.0
ilhabela,-23.7781,-45.3581,73.6,88.0,7.0,3.27,BR,1674628497.0
tucurui,-3.7661,-49.6725,72.41,98.0,99.0,3.02,BR,1674628498.0
longonjo,-12.9067,15.2533,65.14,87.0,86.0,2.1,AO,1674628498.0
highland,34.1283,-117.2086,55.31,38.0,0.0,5.75,US,1674628499.0
bolungarvik,,,,,,,,
elat,29.5581,34.9482,57.04,72.0,0.0,6.91,IL,1674628500.0
hasaki,35.7333,140.8333,36.28,38.0,54.0,27.07,JP,1674628501.0
ust-koksa,50.2696,85.6108,7.39,82.0,100.0,2.15,RU,1674628501.0
acari,-15.4311,-74.6158,72.46,89.0,94.0,2.57,PE,1674628502.0
taldan,53.6667,124.8,-14.26,89.0,95.0,1.25,RU,1674628503.0
san policarpo,12.1791,125.5072,80.33,74.0,21.0,17.29,PH,1674628504.0
manokwari,-0.8667,134.0833,83.19,71.0,22.0,5.03,ID,1674628505.0
aykhal,66.0,111.5,-29.43,100.0,57.0,3.87,RU,1674628511.0
mangrol,21.1167,70.1167,72.64,29.0,2.0,13.4,IN,1674628512.0
beyneu,45.3167,55.2,28.99,48.0,0.0,10.04,KZ,1674628513.0
winder,33.9926,-83.7202,47.39,69.0,100.0,0.0,US,1674628513.0
barra do garcas,-15.89,-52.2567,70.95,96.0,100.0,0.49,BR,1674628514.0
malaya vishera,58.8454,32.2222,28.31,95.0,100.0,10.02,RU,1674628515.0
campbell river,50.0163,-125.2446,41.59,93.0,100.0,2.53,CA,1674628516.0
bambous virieux,-20.3428,57.7575,75.45,94.0,75.0,6.91,MU,1674628516.0
teofilo otoni,-17.8575,-41.5053,69.94,97.0,78.0,1.86,BR,1674628517.0
pingdingshan,33.7385,113.3012,34.52,19.0,100.0,11.61,CN,1674628518.0
moerai,-22.4333,-151.3333,78.78,81.0,65.0,11.41,PF,1674628518.0
northam,51.0333,-4.2167,41.61,96.0,90.0,3.06,GB,1674628519.0
flin flon,54.7682,-101.865,-7.4,100.0,90.0,3.44,CA,1674628520.0
isiolo,0.3546,37.5822,78.33,45.0,5.0,5.88,KE,1674628520.0
brewster,41.3973,-73.6171,35.92,76.0,100.0,3.44,US,1674628521.0
toamasina,-18.1667,49.3833,86.0,70.0,40.0,9.22,MG,1674628522.0
uyovu,-3.2833,31.5258,70.41,75.0,100.0,1.79,TZ,1674628523.0
marsa matruh,31.3525,27.2453,60.62,65.0,0.0,6.46,EG,1674628524.0
forestville,38.8451,-76.875,37.35,78.0,0.0,4.61,US,1674628524.0
nicoya,10.1483,-85.452,73.45,83.0,78.0,5.66,CR,1674628525.0
amuntai,-2.4177,115.2494,81.64,84.0,100.0,4.92,ID,1674628526.0
muli,2.9167,73.5667,80.35,75.0,99.0,6.38,MV,1674628527.0
vila velha,-20.3297,-40.2925,75.15,97.0,100.0,2.3,BR,1674628527.0
jiwani,25.05,61.7417,61.11,28.0,0.0,17.56,PK,1674628528.0
te kauwhata,-37.4,175.15,70.14,69.0,3.0,5.08,NZ,1674628529.0
bonavista,48.6499,-53.1147,30.16,83.0,52.0,18.63,CA,1674628530.0
catuday,16.2923,119.8062,80.56,55.0,13.0,5.57,PH,1674628530.0
ojinaga,29.5667,-104.4167,36.55,60.0,0.0,0.0,MX,1674628531.0
caravelas,-17.7125,-39.2481,76.95,87.0,100.0,8.93,BR,1674628532.0
oktyabrskiy,54.4815,53.471,8.65,93.0,86.0,6.15,RU,1674628532.0
wanning,18.8003,110.3967,64.76,74.0,99.0,14.12,CN,1674628533.0
kati,12.7441,-8.0726,74.61,25.0,30.0,1.7,ML,1674628447.0
meyungs,,,,,,,,
bac lieu,9.285,105.7244,82.33,56.0,100.0,6.13,VN,1674628535.0
uray,60.1247,64.7758,14.16,84.0,30.0,14.09,RU,1674628535.0
channel-port aux basques,47.5702,-59.1367,31.6,75.0,100.0,25.05,CA,1674628536.0
yatou,37.15,122.3833,23.95,55.0,25.0,13.24,CN,1674628536.0
imbituba,-28.24,-48.6703,70.99,86.0,5.0,6.58,BR,1674628537.0
kashi,39.4547,75.9797,20.41,68.0,100.0,2.24,CN,1674628538.0
alofi,-19.0595,-169.9187,80.49,78.0,24.0,2.3,NU,1674628538.0
jawhar,2.7809,45.5005,85.89,38.0,4.0,18.14,SO,1674628539.0
tual,-5.6667,132.75,82.87,72.0,100.0,4.12,ID,1674628539.0
sambava,-14.2667,50.1667,84.87,60.0,100.0,3.8,MG,1674628540.0
manggar,-2.8833,108.2667,78.26,86.0,100.0,7.87,ID,1674628541.0
puerto berrio,6.4916,-74.4033,71.8,97.0,21.0,1.83,CO,1674628541.0
lolua,,,,,,,,
ondorhaan,,,,,,,,
doha,25.2867,51.5333,71.49,62.0,20.0,9.22,QA,1674628543.0
beloha,-25.1667,45.05,85.26,56.0,98.0,23.15,MG,1674628543.0
artyk,,,,,,,,
boende,-0.2167,20.8667,74.21,81.0,100.0,4.25,CD,1674628549.0
batagay-alyta,67.8006,130.4114,-40.09,94.0,76.0,4.9,RU,1674628550.0
ostrovnoy,68.0531,39.5131,25.93,88.0,100.0,28.19,RU,1674628550.0
ariquemes,-9.9133,-63.0408,70.97,99.0,46.0,1.61,BR,1674628551.0
bargal,,,,,,,,
cravo norte,6.3017,-70.2041,75.31,55.0,40.0,5.77,CO,1674628552.0
soanierana ivongo,-16.9167,49.5833,82.42,81.0,100.0,8.59,MG,1674628552.0
torbay,47.6666,-52.7314,33.28,84.0,75.0,26.46,CA,1674628536.0
plymouth,41.8334,-70.8328,34.72,83.0,0.0,5.75,US,1674628553.0
tessalit,20.1986,1.0114,64.31,18.0,0.0,8.57,ML,1674628554.0
akyab,20.15,92.9,80.98,37.0,96.0,7.43,MM,1674628554.0
sciacca,37.5082,13.0881,46.04,80.0,100.0,5.39,IT,1674628555.0
lamesa,32.7376,-101.951,30.52,87.0,11.0,9.98,US,1674628556.0
karratha,-20.7377,116.8463,91.2,52.0,32.0,9.86,AU,1674628556.0
arroyo,41.6096,-4.7969,34.59,82.0,75.0,11.5,ES,1674628557.0
fomboni,-12.28,43.7425,82.99,81.0,100.0,17.4,KM,1674628557.0
lemesos,,,,,,,,
honiara,-9.4333,159.95,80.91,85.0,100.0,5.23,SB,1674628558.0
surt,31.2089,16.5887,58.3,49.0,0.0,4.27,LY,1674628559.0
hayden,47.766,-116.7866,32.56,91.0,100.0,4.61,US,1674628560.0
vieux-habitants,16.0589,-61.7659,72.72,68.0,51.0,8.77,GP,1674628560.0
anar darreh,,,,,,,,
cao bang,22.6667,106.25,67.3,26.0,3.0,6.51,VN,1674628561.0
souillac,-20.5167,57.5167,75.58,94.0,75.0,6.91,MU,1674628562.0
gallup,35.5281,-108.7426,18.01,79.0,0.0,5.75,US,1674628139.0
sinaloa,25.0,-107.5,52.11,84.0,100.0,3.87,MX,1674628564.0
nelson bay,-32.7167,152.15,80.65,78.0,0.0,11.99,AU,1674628565.0
soyo,-6.1349,12.3689,79.66,77.0,80.0,5.59,AO,1674628565.0
cochrane,51.1834,-114.4687,32.27,79.0,100.0,5.75,CA,1674628566.0
winton,37.3894,-120.6133,41.95,91.0,20.0,3.44,US,1674628567.0
erenhot,43.6475,111.9767,6.84,57.0,100.0,11.74,CN,1674628568.0
dueville,45.6337,11.5502,45.27,93.0,100.0,2.28,IT,1674628569.0
khapa,21.4333,78.9667,82.35,29.0,5.0,9.89,IN,1674628569.0
umm lajj,25.0213,37.2685,72.34,62.0,0.0,2.55,SA,1674628336.0
bella union,-30.2752,-57.6007,77.27,37.0,1.0,8.48,UY,1674628571.0
afsin,38.2477,36.914,38.26,46.0,6.0,0.96,TR,1674628571.0
opuwo,-18.0607,13.84,70.66,59.0,59.0,3.13,NA,1674628572.0
koppang,61.5706,11.0555,38.01,90.0,100.0,8.57,NO,1674628573.0
namie,37.4833,141.0,25.72,81.0,9.0,22.28,JP,1674628573.0
samusu,,,,,,,,
tshikapa,-6.4167,20.8,71.01,95.0,100.0,1.01,CD,1674628574.0
nkhotakota,-12.9274,34.2961,77.61,74.0,100.0,4.38,MW,1674628575.0
pombia,45.653,8.6336,43.03,88.0,75.0,3.44,IT,1674628576.0
nome,64.5011,-165.4064,-9.33,70.0,0.0,13.8,US,1674628576.0
mumford,5.2618,-0.759,79.23,85.0,2.0,5.64,GH,1674628577.0
methoni,36.8197,21.7049,55.22,76.0,100.0,15.03,GR,1674628578.0
hihifo,,,,,,,,
almaznyy,48.0448,40.045,27.7,44.0,6.0,11.07,RU,1674628579.0
wasilla,61.5814,-149.4394,44.69,62.0,0.0,10.36,US,1674628324.0
shimoda,34.6667,138.95,39.56,43.0,38.0,25.97,JP,1674628580.0
warqla,,,,,,,,
gospic,44.5461,15.3747,37.09,94.0,74.0,8.12,HR,1674628588.0
luanda,-8.8368,13.2343,78.33,82.0,100.0,7.38,AO,1674628403.0
khani,41.9563,42.9566,33.37,32.0,0.0,2.28,GE,1674628589.0
haldia,22.0605,88.1097,85.96,32.0,2.0,5.17,IN,1674628550.0
kenai,60.5544,-151.2583,31.08,98.0,0.0,6.91,US,1674628590.0
leawood,38.9667,-94.6169,33.98,94.0,100.0,3.44,US,1674628508.0
touros,-5.1989,-35.4608,77.4,76.0,3.0,8.37,BR,1674628591.0
sterling,39.0062,-77.4286,37.27,75.0,75.0,3.44,US,1674628511.0
ruwi,23.5996,58.5507,71.29,41.0,2.0,11.39,OM,1674628593.0
lompoc,34.6391,-120.4579,53.92,83.0,0.0,7.0,US,1674628593.0
grand-lahou,5.1367,-5.0242,77.94,91.0,100.0,6.44,CI,1674628594.0
springbok,-29.6643,17.8865,55.98,51.0,0.0,10.36,ZA,1674628594.0
pavlovsk,50.4578,40.1081,20.52,74.0,5.0,4.21,RU,1674628595.0
huarmey,-10.0681,-78.1522,69.35,85.0,100.0,3.18,PE,1674628595.0
luang prabang,19.8856,102.1347,75.16,41.0,0.0,4.61,LA,1674628596.0
kupang,-10.1667,123.5833,84.78,79.0,75.0,6.91,ID,1674628597.0
faya,18.3851,42.4509,57.72,50.0,2.0,8.21,SA,1674628597.0
maumere,-8.6199,122.2111,82.49,75.0,93.0,2.44,ID,1674628598.0
kieta,-6.2167,155.6333,81.68,76.0,100.0,2.8,PG,1674628599.0
tanabe,33.7333,135.3667,34.81,60.0,75.0,19.57,JP,1674628599.0
yaan,7.3833,8.5667,78.66,20.0,11.0,3.0,NG,1674628600.0
castlegar,49.2998,-117.6689,32.99,98.0,100.0,0.43,CA,1674628600.0
bahia blanca,-38.7196,-62.2724,59.29,62.0,0.0,1.99,AR,1674628601.0
indaial,-26.8978,-49.2317,72.95,98.0,78.0,1.88,BR,1674628602.0
navalmoral de la mata,39.8916,-5.5406,33.96,76.0,1.0,3.2,ES,1674628602.0
kenilworth,52.3429,-1.5802,39.65,99.0,100.0,3.44,GB,1674628603.0
bria,6.5423,21.9863,79.05,19.0,100.0,4.34,CF,1674628603.0
mahanoro,-19.9,48.8,82.65,75.0,99.0,0.45,MG,1674628604.0
srednekolymsk,67.45,153.6833,-21.42,92.0,100.0,5.26,RU,1674628605.0
road town,18.4167,-64.6167,73.49,66.0,3.0,14.32,VG,1674628590.0
zhaotong,27.3167,103.7167,55.85,38.0,4.0,2.44,CN,1674628606.0
ajdabiya,30.7554,20.2263,54.66,61.0,0.0,14.97,LY,1674628606.0
mercedes,-34.6515,-59.4307,67.78,87.0,3.0,10.8,AR,1674628396.0
argir,61.9959,-6.7715,43.77,85.0,82.0,21.99,FO,1674628607.0
nyurba,63.2842,118.3319,-46.3,99.0,91.0,2.42,RU,1674628608.0
podporozhye,60.9112,34.1706,31.01,96.0,100.0,13.49,RU,1674628609.0
rocha,-34.4833,-54.3333,61.09,67.0,2.0,6.93,UY,1674628535.0
kwinana,-32.25,115.7667,94.15,49.0,0.0,8.99,AU,1674628610.0
luorong,24.4058,109.6086,57.65,26.0,11.0,3.65,CN,1674628610.0
tarko-sale,64.9225,77.785,4.78,95.0,100.0,18.7,RU,1674628328.0
maymanak,,,,,,,,
lata,40.1629,-8.3327,36.91,83.0,3.0,4.79,PT,1674628611.0
dunedin,-45.8742,170.5036,62.8,81.0,72.0,1.99,NZ,1674628612.0
portland,45.5234,-122.6762,45.61,91.0,75.0,4.61,US,1674628474.0
eureka,40.8021,-124.1637,44.26,94.0,10.0,1.01,US,1674628528.0
cananea,30.95,-110.3,29.8,66.0,0.0,5.03,MX,1674628613.0
chaman,30.9236,66.4512,35.89,44.0,0.0,3.6,PK,1674628614.0
verkhoyansk,67.5447,133.385,-56.27,99.0,87.0,2.8,RU,1674628615.0
padang,-0.9492,100.3543,84.25,73.0,100.0,4.12,ID,1674628615.0
owando,-0.4819,15.8999,77.52,72.0,97.0,4.38,CG,1674628621.0
puerto ayacucho,5.6639,-67.6236,72.21,74.0,59.0,3.65,VE,1674628622.0
vuktyl,63.8567,57.3094,12.18,95.0,100.0,8.01,RU,1674628623.0
sorong,-0.8833,131.25,83.88,72.0,100.0,8.21,ID,1674628624.0
goba,7.0167,39.9833,62.44,35.0,11.0,5.19,ET,1674628624.0
sinnar,13.5691,33.5672,81.48,33.0,32.0,16.11,SD,1674628625.0
kawalu,-7.3817,108.2082,82.31,73.0,100.0,1.61,ID,1674628626.0
pajan,-1.5667,-80.4167,72.64,91.0,98.0,1.81,EC,1674628627.0
krasnovishersk,60.4078,57.082,14.27,94.0,100.0,7.45,RU,1674628628.0
saint anthony,45.0205,-93.218,30.25,89.0,100.0,5.75,US,1674628629.0
mahina,-17.5065,-149.489,80.37,78.0,75.0,2.3,PF,1674628630.0
rongcheng,30.634,117.8517,40.55,32.0,3.0,1.21,CN,1674628630.0
teeli,51.0333,90.2333,3.42,84.0,100.0,2.53,RU,1674628631.0
ca mau,9.1769,105.15,84.85,50.0,75.0,10.13,VN,1674628632.0
puerto escondido,15.85,-97.0667,74.35,75.0,7.0,6.38,MX,1674628633.0
mayo,38.8876,-76.5119,39.15,79.0,0.0,5.75,US,1674628634.0
hobyo,5.3505,48.5268,79.59,60.0,6.0,22.55,SO,1674628634.0
tateyama,34.9833,139.8667,36.82,24.0,2.0,1.5,JP,1674628635.0
ust-kamchatsk,,,,,,,,
goderich,43.7501,-81.7165,32.92,80.0,100.0,6.91,CA,1674628637.0
chornobayivka,46.6941,32.5537,31.05,79.0,7.0,8.08,UA,1674628637.0
solnechnyy,50.7214,136.6319,-10.14,96.0,100.0,7.76,RU,1674628638.0
tokur,53.1333,132.9,-24.27,87.0,100.0,1.57,RU,1674628639.0
baykit,61.67,96.37,-19.46,99.0,98.0,1.59,RU,1674628640.0
senneterre,48.3835,-77.2328,-9.98,100.0,100.0,3.24,CA,1674628641.0
plettenberg bay,-34.0527,23.3716,67.51,51.0,31.0,4.12,ZA,1674628642.0
qeshm,26.9581,56.2719,64.29,39.0,59.0,23.06,IR,1674628642.0
coxim,-18.5067,-54.76,72.05,94.0,100.0,1.68,BR,1674628643.0
lagoa,39.05,-27.9833,58.64,86.0,13.0,16.53,PT,1674628644.0
monrovia,6.3005,-10.7969,73.17,91.0,100.0,6.11,LR,1674628645.0
el suyatal,14.5167,-87.2167,62.19,97.0,69.0,2.59,HN,1674628645.0
phan thiet,10.9333,108.1,80.01,56.0,97.0,15.73,VN,1674628646.0
barra,-11.0894,-43.1417,75.13,72.0,96.0,1.68,BR,1674628647.0
tabarqah,,,,,,,,
vaitupu,,,,,,,,
ust-omchug,61.15,149.6333,-15.54,99.0,100.0,6.6,RU,1674628649.0
port hardy,50.6996,-127.4199,41.18,100.0,100.0,2.3,CA,1674628650.0
bethanien,-26.502,17.1583,67.46,46.0,0.0,4.16,NA,1674628651.0
xining,36.6167,101.7667,34.61,12.0,17.0,5.21,CN,1674628652.0
chizhou,30.6578,117.4831,39.2,30.0,3.0,3.56,CN,1674628652.0
hirna,9.2167,41.1,69.04,35.0,35.0,1.28,ET,1674628653.0
pijijiapan,15.7011,-93.23,70.83,89.0,27.0,3.62,MX,1674628653.0
xiangdong,,,,,,,,
sri aman,1.2376,111.4621,84.25,79.0,40.0,3.44,MY,1674628654.0
reefton,,,,,,,,
bam,29.106,58.357,42.76,28.0,0.0,4.61,IR,1674628655.0
giovinazzo,41.1864,16.6674,46.2,92.0,40.0,5.75,IT,1674628656.0
galveston,29.3669,-94.9669,49.96,85.0,0.0,5.01,US,1674628657.0
matagami,49.7502,-77.6328,-20.09,76.0,40.0,0.0,CA,1674628658.0
libochovice,50.4063,14.0444,36.16,96.0,100.0,2.57,CZ,1674628658.0
santa fe,-31.6333,-60.7,77.02,69.0,92.0,1.99,AR,1674628664.0
udankudi,8.4333,78.0167,84.38,57.0,31.0,15.59,IN,1674628665.0
acapulco,16.8634,-99.8901,73.22,83.0,0.0,2.3,MX,1674628666.0
sampit,-2.5333,112.95,84.02,70.0,100.0,7.0,ID,1674628667.0
sharkan,57.2989,53.8712,15.3,94.0,96.0,8.14,RU,1674628667.0
attawapiskat,,,,,,,,
beruwala,6.4788,79.9828,79.5,75.0,51.0,8.41,LK,1674628668.0
chotila,22.4167,71.1833,67.23,22.0,1.0,14.85,IN,1674628669.0
grand centre,,,,,,,,
kamwenge,0.1866,30.4539,78.76,45.0,22.0,1.74,UG,1674628671.0
